74037 silly lifecycle resolve@1.5.0~preinstall: no script for preinstall, continuing
77241 silly linkStuff npm-user-validate@0.1.5 has /home/curtis/github/CurtLH/node_modules/npm/node_modules as its parent node_modules
77242 verbose linkBins npm-user-validate@0.1.5
77243 verbose linkMans npm-user-validate@0.1.5
77244 silly build delegates@1.0.0
77245 info linkStuff delegates@1.0.0
77246 silly linkStuff delegates@1.0.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/npmlog/node_modules/are-we-there-yet/node_modules as its parent node_modules
77247 verbose linkBins delegates@1.0.0
77248 verbose linkMans delegates@1.0.0
77249 silly build console-control-strings@1.1.0
77250 info linkStuff console-control-strings@1.1.0
77251 silly linkStuff console-control-strings@1.1.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/npmlog/node_modules as its parent node_modules
77252 verbose linkBins console-control-strings@1.1.0
77253 verbose linkMans console-control-strings@1.1.0
77254 silly build object-assign@4.1.0
77255 info linkStuff object-assign@4.1.0
77256 silly linkStuff object-assign@4.1.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/npmlog/node_modules/gauge/node_modules as its parent node_modules
77257 verbose linkBins object-assign@4.1.0
77258 verbose linkMans object-assign@4.1.0
77259 silly build signal-exit@3.0.2
77260 info linkStuff signal-exit@3.0.2
77261 silly linkStuff signal-exit@3.0.2 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/npmlog/node_modules/gauge/node_modules as its parent node_modules
77262 verbose linkBins signal-exit@3.0.2
77263 verbose linkMans signal-exit@3.0.2
77264 silly build code-point-at@1.1.0
77265 info linkStuff code-point-at@1.1.0
77266 silly linkStuff code-point-at@1.1.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/npmlog/node_modules/gauge/node_modules/string-width/node_modules as its parent node_modules
77267 verbose linkBins code-point-at@1.1.0
77268 verbose linkMans code-point-at@1.1.0
77269 silly build number-is-nan@1.0.1
77270 info linkStuff number-is-nan@1.0.1
77271 silly linkStuff number-is-nan@1.0.1 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/npmlog/node_modules/gauge/node_modules/string-width/node_modules/is-fullwidth-code-point/node_modules as its parent node_modules
77272 verbose linkBins number-is-nan@1.0.1
77273 verbose linkMans number-is-nan@1.0.1
77274 silly build is-fullwidth-code-point@1.0.0
77275 info linkStuff is-fullwidth-code-point@1.0.0
77276 silly linkStuff is-fullwidth-code-point@1.0.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/npmlog/node_modules/gauge/node_modules/string-width/node_modules as its parent node_modules
77277 verbose linkBins is-fullwidth-code-point@1.0.0
77278 verbose linkMans is-fullwidth-code-point@1.0.0
77279 silly build supports-color@0.2.0
77280 info linkStuff supports-color@0.2.0
77281 silly linkStuff supports-color@0.2.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/npmlog/node_modules/gauge/node_modules as its parent node_modules
77282 verbose linkBins supports-color@0.2.0
77283 verbose link bins [ { 'supports-color': 'cli.js' },
77283 verbose link bins   '/home/curtis/github/CurtLH/node_modules/npm/node_modules/npmlog/node_modules/gauge/node_modules/.bin',
77283 verbose link bins   false ]
77284 verbose linkMans supports-color@0.2.0
77285 silly gentlyRm /home/curtis/github/CurtLH/node_modules/npm/node_modules/npmlog/node_modules/gauge/node_modules/.bin/supports-color is being purged
77286 verbose gentlyRm don't care about contents; nuking /home/curtis/github/CurtLH/node_modules/npm/node_modules/npmlog/node_modules/gauge/node_modules/.bin/supports-color
77287 silly build set-blocking@2.0.0
77288 info linkStuff set-blocking@2.0.0
77289 silly linkStuff set-blocking@2.0.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/npmlog/node_modules as its parent node_modules
77290 verbose linkBins set-blocking@2.0.0
77291 verbose linkMans set-blocking@2.0.0
77292 silly build opener@1.4.3
77293 info linkStuff opener@1.4.3
77294 silly linkStuff opener@1.4.3 has /home/curtis/github/CurtLH/node_modules/npm/node_modules as its parent node_modules
77295 verbose linkBins opener@1.4.3
77296 verbose link bins [ { opener: 'opener.js' },
77296 verbose link bins   '/home/curtis/github/CurtLH/node_modules/npm/node_modules/.bin',
77296 verbose link bins   false ]
77297 verbose linkMans opener@1.4.3
77298 silly gentlyRm /home/curtis/github/CurtLH/node_modules/npm/node_modules/.bin/opener is being purged
77299 verbose gentlyRm don't care about contents; nuking /home/curtis/github/CurtLH/node_modules/npm/node_modules/.bin/opener
77300 silly build os-homedir@1.0.2
77301 info linkStuff os-homedir@1.0.2
77302 silly linkStuff os-homedir@1.0.2 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/osenv/node_modules as its parent node_modules
77303 verbose linkBins os-homedir@1.0.2
77304 verbose linkMans os-homedir@1.0.2
77305 silly build os-tmpdir@1.0.2
77306 info linkStuff os-tmpdir@1.0.2
77307 silly linkStuff os-tmpdir@1.0.2 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/osenv/node_modules as its parent node_modules
77308 verbose linkBins os-tmpdir@1.0.2
77309 verbose linkMans os-tmpdir@1.0.2
77310 silly build osenv@0.1.4
77311 info linkStuff osenv@0.1.4
77312 silly linkStuff osenv@0.1.4 has /home/curtis/github/CurtLH/node_modules/npm/node_modules as its parent node_modules
77313 verbose linkBins osenv@0.1.4
77314 verbose linkMans osenv@0.1.4
77315 silly build path-is-inside@1.0.2
77316 info linkStuff path-is-inside@1.0.2
77317 silly linkStuff path-is-inside@1.0.2 has /home/curtis/github/CurtLH/node_modules/npm/node_modules as its parent node_modules
77318 verbose linkBins path-is-inside@1.0.2
77319 verbose linkMans path-is-inside@1.0.2
77320 silly build read-cmd-shim@1.0.1
77321 info linkStuff read-cmd-shim@1.0.1
77322 silly linkStuff read-cmd-shim@1.0.1 has /home/curtis/github/CurtLH/node_modules/npm/node_modules as its parent node_modules
77323 verbose linkBins read-cmd-shim@1.0.1
77324 verbose linkMans read-cmd-shim@1.0.1
77325 silly build util-extend@1.0.3
77326 info linkStuff util-extend@1.0.3
77327 silly linkStuff util-extend@1.0.3 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/read-installed/node_modules as its parent node_modules
77328 verbose linkBins util-extend@1.0.3
77329 verbose linkMans util-extend@1.0.3
77330 silly build balanced-match@0.4.2
77331 info linkStuff balanced-match@0.4.2
77332 silly linkStuff balanced-match@0.4.2 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/read-package-json/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
77333 verbose linkBins balanced-match@0.4.2
77334 verbose linkMans balanced-match@0.4.2
77335 silly build concat-map@0.0.1
77336 info linkStuff concat-map@0.0.1
77337 silly linkStuff concat-map@0.0.1 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/read-package-json/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
77338 verbose linkBins concat-map@0.0.1
77339 verbose linkMans concat-map@0.0.1
77340 silly build brace-expansion@1.1.6
77341 info linkStuff brace-expansion@1.1.6
77342 silly linkStuff brace-expansion@1.1.6 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/read-package-json/node_modules/glob/node_modules/minimatch/node_modules as its parent node_modules
77343 verbose linkBins brace-expansion@1.1.6
77344 verbose linkMans brace-expansion@1.1.6
77345 silly build minimatch@3.0.3
77346 info linkStuff minimatch@3.0.3
77347 silly linkStuff minimatch@3.0.3 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/read-package-json/node_modules/glob/node_modules as its parent node_modules
77348 verbose linkBins minimatch@3.0.3
77349 verbose linkMans minimatch@3.0.3
77350 silly build path-is-absolute@1.0.0
77351 info linkStuff path-is-absolute@1.0.0
77352 silly linkStuff path-is-absolute@1.0.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/read-package-json/node_modules/glob/node_modules as its parent node_modules
77353 verbose linkBins path-is-absolute@1.0.0
77354 verbose linkMans path-is-absolute@1.0.0
77355 silly build jju@1.3.0
77356 info linkStuff jju@1.3.0
77357 silly linkStuff jju@1.3.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/read-package-json/node_modules/json-parse-helpfulerror/node_modules as its parent node_modules
77358 verbose linkBins jju@1.3.0
77359 verbose linkMans jju@1.3.0
77360 silly build json-parse-helpfulerror@1.0.3
77361 info linkStuff json-parse-helpfulerror@1.0.3
77362 silly linkStuff json-parse-helpfulerror@1.0.3 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/read-package-json/node_modules as its parent node_modules
77363 verbose linkBins json-parse-helpfulerror@1.0.3
77364 verbose linkMans json-parse-helpfulerror@1.0.3
77365 silly build mute-stream@0.0.5
77366 info linkStuff mute-stream@0.0.5
77367 silly linkStuff mute-stream@0.0.5 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/read/node_modules as its parent node_modules
77368 verbose linkBins mute-stream@0.0.5
77369 verbose linkMans mute-stream@0.0.5
77370 silly build read@1.0.7
77371 info linkStuff read@1.0.7
77372 silly linkStuff read@1.0.7 has /home/curtis/github/CurtLH/node_modules/npm/node_modules as its parent node_modules
77373 verbose linkBins read@1.0.7
77374 verbose linkMans read@1.0.7
77375 silly build promzard@0.3.0
77376 info linkStuff promzard@0.3.0
77377 silly linkStuff promzard@0.3.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/init-package-json/node_modules as its parent node_modules
77378 verbose linkBins promzard@0.3.0
77379 verbose linkMans promzard@0.3.0
77380 silly build buffer-shims@1.0.0
77381 info linkStuff buffer-shims@1.0.0
77382 silly linkStuff buffer-shims@1.0.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/readable-stream/node_modules as its parent node_modules
77383 verbose linkBins buffer-shims@1.0.0
77384 verbose linkMans buffer-shims@1.0.0
77385 silly build core-util-is@1.0.2
77386 info linkStuff core-util-is@1.0.2
77387 silly linkStuff core-util-is@1.0.2 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/readable-stream/node_modules as its parent node_modules
77388 verbose linkBins core-util-is@1.0.2
77389 verbose linkMans core-util-is@1.0.2
77390 silly build isarray@1.0.0
77391 info linkStuff isarray@1.0.0
77392 silly linkStuff isarray@1.0.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/readable-stream/node_modules as its parent node_modules
77393 verbose linkBins isarray@1.0.0
77394 verbose linkMans isarray@1.0.0
77395 silly build process-nextick-args@1.0.7
77396 info linkStuff process-nextick-args@1.0.7
77397 silly linkStuff process-nextick-args@1.0.7 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/readable-stream/node_modules as its parent node_modules
77398 verbose linkBins process-nextick-args@1.0.7
77399 verbose linkMans process-nextick-args@1.0.7
77400 silly build string_decoder@0.10.31
77401 info linkStuff string_decoder@0.10.31
77402 silly linkStuff string_decoder@0.10.31 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/readable-stream/node_modules as its parent node_modules
77403 verbose linkBins string_decoder@0.10.31
77404 verbose linkMans string_decoder@0.10.31
77405 silly build util-deprecate@1.0.2
77406 info linkStuff util-deprecate@1.0.2
77407 silly linkStuff util-deprecate@1.0.2 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/readable-stream/node_modules as its parent node_modules
77408 verbose linkBins util-deprecate@1.0.2
77409 verbose linkMans util-deprecate@1.0.2
77410 silly build readable-stream@2.2.3
77411 info linkStuff readable-stream@2.2.3
77412 silly linkStuff readable-stream@2.2.3 has /home/curtis/github/CurtLH/node_modules/npm/node_modules as its parent node_modules
77413 verbose linkBins readable-stream@2.2.3
77414 verbose linkMans readable-stream@2.2.3
77415 silly build are-we-there-yet@1.1.2
77416 info linkStuff are-we-there-yet@1.1.2
77417 silly linkStuff are-we-there-yet@1.1.2 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/npmlog/node_modules as its parent node_modules
77418 verbose linkBins are-we-there-yet@1.1.2
77419 verbose linkMans are-we-there-yet@1.1.2
77420 silly build through2@2.0.3
77421 info linkStuff through2@2.0.3
77422 silly linkStuff through2@2.0.3 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/mississippi/node_modules as its parent node_modules
77423 verbose linkBins through2@2.0.3
77424 verbose linkMans through2@2.0.3
77425 silly build parallel-transform@1.1.0
77426 info linkStuff parallel-transform@1.1.0
77427 silly linkStuff parallel-transform@1.1.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/mississippi/node_modules as its parent node_modules
77428 verbose linkBins parallel-transform@1.1.0
77429 verbose linkMans parallel-transform@1.1.0
77430 silly build from2@2.3.0
77431 info linkStuff from2@2.3.0
77432 silly linkStuff from2@2.3.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/mississippi/node_modules as its parent node_modules
77433 verbose linkBins from2@2.3.0
77434 verbose linkMans from2@2.3.0
77435 silly build flush-write-stream@1.0.2
77436 info linkStuff flush-write-stream@1.0.2
77437 silly linkStuff flush-write-stream@1.0.2 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/mississippi/node_modules as its parent node_modules
77438 verbose linkBins flush-write-stream@1.0.2
77439 verbose linkMans flush-write-stream@1.0.2
77440 silly build concat-stream@1.6.0
77441 info linkStuff concat-stream@1.6.0
77442 silly linkStuff concat-stream@1.6.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/mississippi/node_modules as its parent node_modules
77443 verbose linkBins concat-stream@1.6.0
77444 verbose linkMans concat-stream@1.6.0
77445 silly build fs-write-stream-atomic@1.0.8
77446 info linkStuff fs-write-stream-atomic@1.0.8
77447 silly linkStuff fs-write-stream-atomic@1.0.8 has /home/curtis/github/CurtLH/node_modules/npm/node_modules as its parent node_modules
77448 verbose linkBins fs-write-stream-atomic@1.0.8
77449 verbose linkMans fs-write-stream-atomic@1.0.8
77450 silly build aws-sign2@0.6.0
77451 info linkStuff aws-sign2@0.6.0
77452 silly linkStuff aws-sign2@0.6.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/request/node_modules as its parent node_modules
77453 verbose linkBins aws-sign2@0.6.0
77454 verbose linkMans aws-sign2@0.6.0
77455 silly build aws4@1.5.0
77456 info linkStuff aws4@1.5.0
77457 silly linkStuff aws4@1.5.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/request/node_modules as its parent node_modules
77458 verbose linkBins aws4@1.5.0
77459 verbose linkMans aws4@1.5.0
77460 silly build caseless@0.11.0
77461 info linkStuff caseless@0.11.0
77462 silly linkStuff caseless@0.11.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/request/node_modules as its parent node_modules
77463 verbose linkBins caseless@0.11.0
77464 verbose linkMans caseless@0.11.0
77465 silly build delayed-stream@1.0.0
77466 info linkStuff delayed-stream@1.0.0
77467 silly linkStuff delayed-stream@1.0.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/request/node_modules/combined-stream/node_modules as its parent node_modules
77468 verbose linkBins delayed-stream@1.0.0
77469 verbose linkMans delayed-stream@1.0.0
77470 silly build combined-stream@1.0.5
77471 info linkStuff combined-stream@1.0.5
77472 silly linkStuff combined-stream@1.0.5 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/request/node_modules as its parent node_modules
77473 verbose linkBins combined-stream@1.0.5
77474 verbose linkMans combined-stream@1.0.5
77475 silly build extend@3.0.0
77476 info linkStuff extend@3.0.0
77477 silly linkStuff extend@3.0.0 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/request/node_modules as its parent node_modules
77478 verbose linkBins extend@3.0.0
77479 verbose linkMans extend@3.0.0
77480 silly build forever-agent@0.6.1
77481 info linkStuff forever-agent@0.6.1
77482 silly linkStuff forever-agent@0.6.1 has /home/curtis/github/CurtLH/node_modules/npm/node_modules/request/node_modules as its parent node_modules
77483 verbose linkBins forever-agent@0.6.1
77484 verbose linkMans forever-agent@0.6.1
77485 silly build asynckit@0.4.0
